 	Spike markers	 	 
Time	Value	Cmt Time	Cmt Text
s	V	s	 
50.9333	0.0	36.43	calming
50.94465	1.0	36.43	calming
50.9549	1.0	36.43	calming
50.97305	0.0	36.43	calming
51.01035	1.0	36.43	calming
51.02825	1.0	36.43	calming
51.0702	1.0	36.43	calming
51.0993	1.0	36.43	calming
51.11535	1.0	36.43	calming
51.1301	1.0	36.43	calming
51.1648	0.0	36.43	calming
51.2305	1.0	36.43	calming
51.25635	1.0	36.43	calming
51.2905	0.0	36.43	calming
51.35205	1.0	36.43	calming
51.4277	1.0	36.43	calming
51.46895	1.0	36.43	calming
51.5136	1.0	36.43	calming
51.53065	1.0	36.43	calming
51.565	0.0	36.43	calming
51.6505	1.0	36.43	calming
51.79065	1.0	36.43	calming
51.80625	1.0	36.43	calming
51.8369	1.0	36.43	calming
51.8535	1.0	36.43	calming
51.889	1.0	36.43	calming
51.9155	0.0	36.43	calming
51.9213	1.0	36.43	calming
51.942	1.0	36.43	calming
51.95805	1.0	36.43	calming
52.0215	1.0	36.43	calming
52.04065	1.0	36.43	calming
52.0669	1.0	36.43	calming
52.0872	1.0	36.43	calming
52.0971	1.0	36.43	calming
52.14075	1.0	36.43	calming
52.16485	1.0	36.43	calming
52.1939	0.0	36.43	calming
52.27215	1.0	36.43	calming
52.28695	1.0	36.43	calming
52.3096	1.0	36.43	calming
52.4131	1.0	36.43	calming
52.45375	1.0	36.43	calming
56.3317	0.0	55.6	gratitude
56.41395	1.0	55.6	gratitude
56.44605	1.0	55.6	gratitude
56.5473	1.0	55.6	gratitude
56.58435	1.0	55.6	gratitude
56.5924	0.0	55.6	gratitude
56.6063	1.0	55.6	gratitude
57.16785	1.0	55.6	gratitude
57.989	0.0	55.6	gratitude
58.03105	1.0	55.6	gratitude
58.1891	1.0	55.6	gratitude
58.32805	1.0	55.6	gratitude
59.42825	1.0	55.6	gratitude
59.44415	1.0	55.6	gratitude
61.0887	1.0	55.6	gratitude
61.12805	0.0	55.6	gratitude
61.1516	1.0	55.6	gratitude
61.2106	0.0	55.6	gratitude
61.2312	1.0	55.6	gratitude
61.44925	1.0	55.6	gratitude
62.8841	1.0	55.6	gratitude
62.89955	1.0	55.6	gratitude
62.92655	1.0	55.6	gratitude
62.9441	1.0	55.6	gratitude
63.00115	1.0	55.6	gratitude
64.55255	1.0	55.6	gratitude
64.57675	0.0	55.6	gratitude
68.22195	1.0	67.6675	sadness
68.24285	1.0	67.6675	sadness
68.2935	1.0	67.6675	sadness
68.30535	1.0	67.6675	sadness
68.403	1.0	67.6675	sadness
68.44215	1.0	67.6675	sadness
70.4171	1.0	67.6675	sadness
70.6614	1.0	67.6675	sadness
70.6831	0.0	67.6675	sadness
70.69445	1.0	67.6675	sadness
70.7742	1.0	67.6675	sadness
71.29885	1.0	67.6675	sadness
71.5966	1.0	67.6675	sadness
72.8743	1.0	67.6675	sadness
73.1951	1.0	67.6675	sadness
73.37215	1.0	67.6675	sadness
73.49205	1.0	67.6675	sadness
73.5325	1.0	67.6675	sadness
73.6696	1.0	67.6675	sadness
74.0167	0.0	67.6675	sadness
74.0953	1.0	67.6675	sadness
74.1281	1.0	67.6675	sadness
74.1509	1.0	67.6675	sadness
74.1779	1.0	67.6675	sadness
74.2326	1.0	67.6675	sadness
75.27165	1.0	67.6675	sadness
75.57005	1.0	67.6675	sadness
75.6306	0.0	67.6675	sadness
75.73025	1.0	67.6675	sadness
76.04825	1.0	67.6675	sadness
76.07385	1.0	67.6675	sadness
76.17195	1.0	67.6675	sadness
76.549	1.0	67.6675	sadness
77.1279	1.0	67.6675	sadness
77.3332	1.0	67.6675	sadness
77.35245	1.0	67.6675	sadness
77.4097	1.0	67.6675	sadness
77.4275	1.0	67.6675	sadness
77.4344	0.0	67.6675	sadness
77.46355	1.0	67.6675	sadness
77.4738	1.0	67.6675	sadness
77.53475	0.0	67.6675	sadness
77.54325	1.0	67.6675	sadness
77.5512	1.0	67.6675	sadness
77.56175	1.0	67.6675	sadness
84.12755	0.0	83.0825	happy
84.14365	1.0	83.0825	happy
84.15935	0.0	83.0825	happy
84.345	1.0	83.0825	happy
84.4242	1.0	83.0825	happy
84.4369	1.0	83.0825	happy
84.4423	0.0	83.0825	happy
84.552	1.0	83.0825	happy
84.6849	0.0	83.0825	happy
84.70175	1.0	83.0825	happy
84.7116	1.0	83.0825	happy
84.7295	1.0	83.0825	happy
84.73885	1.0	83.0825	happy
84.7521	1.0	83.0825	happy
84.75745	1.0	83.0825	happy
85.1621	1.0	83.0825	happy
85.1665	1.0	83.0825	happy
85.18255	1.0	83.0825	happy
85.19165	1.0	83.0825	happy
85.4022	1.0	83.0825	happy
85.4061	1.0	83.0825	happy
85.5441	0.0	83.0825	happy
85.5478	1.0	83.0825	happy
85.56355	0.0	83.0825	happy
85.5696	1.0	83.0825	happy
85.58235	1.0	83.0825	happy
85.60275	1.0	83.0825	happy
85.7769	1.0	83.0825	happy
85.7885	1.0	83.0825	happy
85.7977	1.0	83.0825	happy
85.8027	0.0	83.0825	happy
85.9475	1.0	83.0825	happy
85.9931	1.0	83.0825	happy
